species_id,name,national_dex,sprite_index,image,confidence,note
jolteon,Jolteon,135,135,assets/pokemon-green/pokemon/0135/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
flareon,Flareon,136,136,assets/pokemon-green/pokemon/0136/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
porygon,Porygon,137,137,assets/pokemon-green/pokemon/0137/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
omanyte,Omanyte,138,138,assets/pokemon-green/pokemon/0138/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
omastar,Omastar,139,139,assets/pokemon-green/pokemon/0139/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kabuto,Kabuto,140,140,assets/pokemon-green/pokemon/0140/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kabutops,Kabutops,141,141,assets/pokemon-green/pokemon/0141/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aerodactyl,Aerodactyl,142,142,assets/pokemon-green/pokemon/0142/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aerodactylmega,Aerodactyl-Mega,142,142,assets/pokemon-green/pokemon/0142/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
snorlax,Snorlax,143,143,assets/pokemon-green/pokemon/0143/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
snorlaxgmax,Snorlax-Gmax,143,262,assets/pokemon-green/pokemon/0262/front_normal.png,manual-verified,manual contact-sheet match; edit this row if the sprite is wrong
articuno,Articuno,144,144,assets/pokemon-green/pokemon/0144/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
articunogalar,Articuno-Galar,144,144,assets/pokemon-green/pokemon/0144/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zapdos,Zapdos,145,145,assets/pokemon-green/pokemon/0145/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zapdosgalar,Zapdos-Galar,145,145,assets/pokemon-green/pokemon/0145/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
moltres,Moltres,146,146,assets/pokemon-green/pokemon/0146/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
moltresgalar,Moltres-Galar,146,146,assets/pokemon-green/pokemon/0146/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
dratini,Dratini,147,147,assets/pokemon-green/pokemon/0147/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dragonair,Dragonair,148,148,assets/pokemon-green/pokemon/0148/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dragonite,Dragonite,149,149,assets/pokemon-green/pokemon/0149/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dragonitemega,Dragonite-Mega,149,149,assets/pokemon-green/pokemon/0149/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mewtwo,Mewtwo,150,150,assets/pokemon-green/pokemon/0150/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mewtwomegax,Mewtwo-Mega-X,150,150,assets/pokemon-green/pokemon/0150/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mewtwomegay,Mewtwo-Mega-Y,150,150,assets/pokemon-green/pokemon/0150/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mew,Mew,151,151,assets/pokemon-green/pokemon/0151/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chikorita,Chikorita,152,152,assets/pokemon-green/pokemon/0152/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bayleef,Bayleef,153,153,assets/pokemon-green/pokemon/0153/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meganium,Meganium,154,154,assets/pokemon-green/pokemon/0154/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meganiummega,Meganium-Mega,154,154,assets/pokemon-green/pokemon/0154/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cyndaquil,Cyndaquil,155,155,assets/pokemon-green/pokemon/0155/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
quilava,Quilava,156,156,assets/pokemon-green/pokemon/0156/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
typhlosion,Typhlosion,157,157,assets/pokemon-green/pokemon/0157/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
typhlosionhisui,Typhlosion-Hisui,157,157,assets/pokemon-green/pokemon/0157/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
totodile,Totodile,158,158,assets/pokemon-green/pokemon/0158/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
croconaw,Croconaw,159,159,assets/pokemon-green/pokemon/0159/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
feraligatr,Feraligatr,160,160,assets/pokemon-green/pokemon/0160/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
feraligatrmega,Feraligatr-Mega,160,160,assets/pokemon-green/pokemon/0160/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sentret,Sentret,161,161,assets/pokemon-green/pokemon/0161/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
furret,Furret,162,162,assets/pokemon-green/pokemon/0162/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hoothoot,Hoothoot,163,163,assets/pokemon-green/pokemon/0163/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
noctowl,Noctowl,164,164,assets/pokemon-green/pokemon/0164/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ledyba,Ledyba,165,165,assets/pokemon-green/pokemon/0165/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ledian,Ledian,166,166,assets/pokemon-green/pokemon/0166/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
spinarak,Spinarak,167,167,assets/pokemon-green/pokemon/0167/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ariados,Ariados,168,168,assets/pokemon-green/pokemon/0168/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crobat,Crobat,169,169,assets/pokemon-green/pokemon/0169/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chinchou,Chinchou,170,170,assets/pokemon-green/pokemon/0170/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lanturn,Lanturn,171,171,assets/pokemon-green/pokemon/0171/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pichu,Pichu,172,172,assets/pokemon-green/pokemon/0172/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pichuspikyeared,Pichu-Spiky-eared,172,172,assets/pokemon-green/pokemon/0172/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cleffa,Cleffa,173,173,assets/pokemon-green/pokemon/0173/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
igglybuff,Igglybuff,174,174,assets/pokemon-green/pokemon/0174/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
togepi,Togepi,175,175,assets/pokemon-green/pokemon/0175/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
togetic,Togetic,176,176,assets/pokemon-green/pokemon/0176/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
natu,Natu,177,177,assets/pokemon-green/pokemon/0177/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
xatu,Xatu,178,178,assets/pokemon-green/pokemon/0178/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mareep,Mareep,179,179,assets/pokemon-green/pokemon/0179/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
flaaffy,Flaaffy,180,180,assets/pokemon-green/pokemon/0180/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ampharos,Ampharos,181,181,assets/pokemon-green/pokemon/0181/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ampharosmega,Ampharos-Mega,181,181,assets/pokemon-green/pokemon/0181/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
bellossom,Bellossom,182,182,assets/pokemon-green/pokemon/0182/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
marill,Marill,183,183,assets/pokemon-green/pokemon/0183/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
azumarill,Azumarill,184,184,assets/pokemon-green/pokemon/0184/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sudowoodo,Sudowoodo,185,185,assets/pokemon-green/pokemon/0185/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
politoed,Politoed,186,186,assets/pokemon-green/pokemon/0186/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hoppip,Hoppip,187,187,assets/pokemon-green/pokemon/0187/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skiploom,Skiploom,188,188,assets/pokemon-green/pokemon/0188/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
jumpluff,Jumpluff,189,189,assets/pokemon-green/pokemon/0189/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aipom,Aipom,190,190,assets/pokemon-green/pokemon/0190/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sunkern,Sunkern,191,191,assets/pokemon-green/pokemon/0191/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sunflora,Sunflora,192,192,assets/pokemon-green/pokemon/0192/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
yanma,Yanma,193,193,assets/pokemon-green/pokemon/0193/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wooper,Wooper,194,194,assets/pokemon-green/pokemon/0194/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wooperpaldea,Wooper-Paldea,194,194,assets/pokemon-green/pokemon/0194/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
quagsire,Quagsire,195,195,assets/pokemon-green/pokemon/0195/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
espeon,Espeon,196,196,assets/pokemon-green/pokemon/0196/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
umbreon,Umbreon,197,197,assets/pokemon-green/pokemon/0197/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
murkrow,Murkrow,198,198,assets/pokemon-green/pokemon/0198/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slowking,Slowking,199,199,assets/pokemon-green/pokemon/0199/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slowkinggalar,Slowking-Galar,199,199,assets/pokemon-green/pokemon/0199/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
misdreavus,Misdreavus,200,200,assets/pokemon-green/pokemon/0200/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
unown,Unown,201,201,assets/pokemon-green/pokemon/0201/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wobbuffet,Wobbuffet,202,202,assets/pokemon-green/pokemon/0202/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
girafarig,Girafarig,203,203,assets/pokemon-green/pokemon/0203/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pineco,Pineco,204,204,assets/pokemon-green/pokemon/0204/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
forretress,Forretress,205,205,assets/pokemon-green/pokemon/0205/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dunsparce,Dunsparce,206,206,assets/pokemon-green/pokemon/0206/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gligar,Gligar,207,207,assets/pokemon-green/pokemon/0207/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
steelix,Steelix,208,208,assets/pokemon-green/pokemon/0208/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
steelixmega,Steelix-Mega,208,208,assets/pokemon-green/pokemon/0208/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
snubbull,Snubbull,209,209,assets/pokemon-green/pokemon/0209/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
granbull,Granbull,210,210,assets/pokemon-green/pokemon/0210/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
qwilfish,Qwilfish,211,211,assets/pokemon-green/pokemon/0211/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
qwilfishhisui,Qwilfish-Hisui,211,211,assets/pokemon-green/pokemon/0211/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
scizor,Scizor,212,212,assets/pokemon-green/pokemon/0212/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
scizormega,Scizor-Mega,212,212,assets/pokemon-green/pokemon/0212/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
shuckle,Shuckle,213,213,assets/pokemon-green/pokemon/0213/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
heracross,Heracross,214,214,assets/pokemon-green/pokemon/0214/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
heracrossmega,Heracross-Mega,214,214,assets/pokemon-green/pokemon/0214/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sneasel,Sneasel,215,215,assets/pokemon-green/pokemon/0215/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sneaselhisui,Sneasel-Hisui,215,215,assets/pokemon-green/pokemon/0215/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
teddiursa,Teddiursa,216,216,assets/pokemon-green/pokemon/0216/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ursaring,Ursaring,217,217,assets/pokemon-green/pokemon/0217/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slugma,Slugma,218,218,assets/pokemon-green/pokemon/0218/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
magcargo,Magcargo,219,219,assets/pokemon-green/pokemon/0219/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swinub,Swinub,220,220,assets/pokemon-green/pokemon/0220/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
piloswine,Piloswine,221,221,assets/pokemon-green/pokemon/0221/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
corsola,Corsola,222,222,assets/pokemon-green/pokemon/0222/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
corsolagalar,Corsola-Galar,222,222,assets/pokemon-green/pokemon/0222/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
